ThreadPoolSize;RunNr;Runtime;Memory;L2-cacheMisses;L2-cacheReferences;L2-cache-miss-rate
1;0;0;23664148536;0;0;0.0
1;1;1379532;23649389472;4426182;12978278;0.341045399089155
1;2;1752457;23634366240;7579376;16290319;0.465268728009562
1;3;1752927;23619590848;7666965;16369085;0.4683807922067727
1;4;1471840;23604567616;5156820;13492177;0.3822081492112059
1;5;1383745;23589792224;4300843;12524464;0.343395374045548
1;6;1562447;23574768936;5894553;14331756;0.4112931450968046
1;7;1601202;23560186304;6009884;14544978;0.4131930622377016
1;8;1420404;23545408864;4487421;12746557;0.35204965544813394
1;9;1504082;23530385632;5210412;13575056;0.3838225050415998
1;10;1528406;23515610184;5331121;13743400;0.3879040848698284
7;0;0;23515610184;0;0;0.0
7;1;177124;23499006136;237889298;137470230;1.7304786498138542
7;2;175794;23482228864;264536557;162408271;1.6288367296269042
7;3;176287;23465451704;248606383;146031594;1.7024150472534045
7;4;175748;23448674488;258272897;160196065;1.6122299695688531
7;5;178788;23431897272;227788261;127139618;1.7916387085573908
7;6;177428;23415120056;222690204;125190009;1.7788177010195758
7;7;175773;23398342840;258432434;140916627;1.8339385458041086
7;8;175567;23381565624;252605773;136256808;1.8538946912656284
7;9;175446;23364788352;246136934;133087289;1.8494398364369717
7;10;176736;23348011080;221557388;123556031;1.7931733983912126
13;0;0;23348011080;0;0;0.0
13;1;94958;23327420464;87956449;49398084;1.7805639789591838
13;2;94923;23306887440;88677686;51600385;1.7185469837095209
13;3;94988;23286296712;89206817;51492831;1.732412362412158
13;4;94851;23266680784;82836470;48595348;1.7046172814731155
13;5;94858;23246528608;100957182;59941356;1.6842659014921184
13;6;95069;23225937880;81038905;47047604;1.722487398083014
13;7;94951;23206224144;89132686;51244911;1.739347073897738
13;8;95015;23186071912;91170457;53976391;1.6890802684455135
13;9;94919;23166017488;92047036;51523881;1.7864926751150598
13;10;94804;23145865256;99662401;58473523;1.7044021958451179
19;0;0;23145865256;0;0;0.0
19;1;65188;23129907384;48498867;28932340;1.6762856720196153
19;2;64848;23113510960;57502150;34023302;1.6900814036215532
19;3;65254;23097553032;49531904;29093042;1.7025343723079904
19;4;65222;23082035648;46456520;27424553;1.6939754678955024
19;5;64913;23066173536;50108468;29453222;1.7012898622772068
19;6;65467;23050215608;42909543;25318709;1.694776104105466
19;7;65086;23033819184;53657427;29704870;1.8063511807996466
19;8;65544;23017861256;39888999;23597782;1.6903706882282412
19;9;65094;23002343872;49996976;27408581;1.8241358791978322
19;10;65344;22986481760;40517934;23949655;1.6917961448713978
25;0;0;22986481760;0;0;0.0
25;1;49204;22965510240;29803005;16583999;1.7970939940360584
25;2;49579;22944100168;33525500;19826664;1.6909299517054408
25;3;49175;22923128704;36925896;21826729;1.6917741545240241
25;4;49405;22902157184;29728858;16733155;1.7766439144321557
25;5;49320;22881185664;33045238;19449768;1.699004224626227
25;6;49226;22859833352;29724111;17340100;1.7141833668779303
25;7;49351;22839242624;29457621;16597630;1.7748088733150456
25;8;49604;22818709624;29502545;17095346;1.7257647198249162
25;9;49199;22797738080;37023621;21653313;1.7098363192736372
25;10;49344;22776328064;29808699;17319538;1.721102433563759
31;0;0;22776328064;0;0;0.0
31;1;39531;22750685632;26687974;15608192;1.7098696633152641
31;2;39523;22725519808;25407669;14634710;1.7361238452965586
31;3;39460;22700353984;25183380;14541274;1.7318551318130722
31;4;39497;22675188160;28956523;16829280;1.7206037929133036
31;5;39705;22650022336;21208983;12348195;1.7175775892751937
31;6;39685;22624035176;23004965;13419750;1.7142618156075933
31;7;39526;22597611616;23117831;13489805;1.7137261064930145
31;8;39812;22571626456;23299853;13632360;1.7091576953660261
31;9;39733;22545641344;25627825;14982782;1.7104850754686278
31;10;39641;22519998912;24319618;14076885;1.7276278097036382
37;0;0;22519998912;0;0;0.0
37;1;33117;22489817448;17716762;10265179;1.7259087250207716
37;2;33201;22459638032;17492548;10258225;1.705221712333274
37;3;33172;22429458616;15819295;9292680;1.7023393681908772
37;4;33118;22399279200;17170345;10000965;1.7168688221586617
37;5;32979;22369003968;16980617;9856190;1.7228378308453876
37;6;33275;22338822504;16412910;9596211;1.7103531800207394
37;7;33125;22308204592;18478884;10706133;1.7260091949165959
37;8;33048;22278025176;17688540;10221585;1.7305085268087093
37;9;33169;22248284256;16062571;9491971;1.6922271465009744
37;10;33320;22218104840;16621224;9732451;1.7078148145826781
43;0;0;22218104840;0;0;0.0
43;1;28606;22182813968;12815636;7578426;1.691068303629276
43;2;28655;22147620960;12709284;7577822;1.6771684528879143
43;3;28674;22112330088;13476592;8012704;1.6819031378171463
43;4;28526;22077137080;13535581;7907672;1.711702382192888
43;5;28388;22041944072;13709586;7991538;1.715512833699846
43;6;28540;22006653200;12809682;7571957;1.691726722695335
43;7;28570;21971460192;11672849;6868476;1.699481660851694
43;8;28642;21936169320;11238012;6671275;1.6845373635474479
43;9;28533;21900976312;11885919;7009536;1.6956784300701215
43;10;28431;21865783304;12355825;7258385;1.7022829458619237
49;0;0;21865783304;0;0;0.0
49;1;25045;21825478840;10417332;6174828;1.6870643198482613
49;2;25166;21785174376;10049590;6018824;1.6696932822757402
49;3;25059;21744967776;9668947;5818503;1.6617585313610734
49;4;25120;21704663312;10273296;6154603;1.669205308612107
49;5;25091;21664456712;11265001;6783026;1.6607633525214263
49;6;25217;21624152248;10121322;6063033;1.6693496472804947
49;7;25020;21583847784;10504974;6251761;1.680322392362728
49;8;25092;21543641184;10905811;6461932;1.6877012942878384
49;9;25089;21503336720;9717682;5832617;1.6660929390700607
49;10;25149;21463034304;9946613;6002711;1.6570201364017025
55;0;0;21463034304;0;0;0.0
55;1;22393;21417373568;9049088;5526688;1.6373437400482893
55;2;22240;21372055512;8735211;5286857;1.6522502878364216
55;3;22264;21327175952;8175484;4933248;1.6572213681533952
