ThreadPoolSize;RunNr;Runtime;Memory;L3-cacheMisses;L3-cacheReferences;L3-cache-miss-rate
1;0;0;15317918128;0;0;0.0
1;1;1171857;19267266344;158102457;251863503926;6.277307134044005E-4
1;2;1162651;16779781136;207643463;252125771342;8.235709578388904E-4
1;3;1159908;14296623392;246732858;252034548348;9.789644301436023E-4
1;4;1156274;11810556704;183287150;251996336407;7.273405344432167E-4
1;5;1155146;9326675608;141913296;251883751373;5.634079023614701E-4
1;6;1153910;20718553288;153797283;251965920560;6.103892250911633E-4
1;7;1156750;18230849472;156137575;251925504124;6.1977676910055E-4
1;8;1155426;15748991200;163885270;251994059847;6.503537031765912E-4
1;9;1157523;13265437080;157430439;251856566028;6.250797486951274E-4
1;10;1158113;10777779840;161047830;251953951712;6.391954915003211E-4
7;0;0;10777779840;0;0;0.0
7;1;169414;8202748672;166822951;251494231765;6.633271460312532E-4
7;2;172247;19490218992;376233351;251751826476;0.0014944612568118432
7;3;171141;16923591264;270419453;251414383361;0.0010755926108320982
7;4;169056;14351888288;232503030;251646546889;9.239269637288363E-4
7;5;169731;11781861840;229096603;251936689286;9.093419606698419E-4
7;6;169112;9218868768;210566676;252198464954;8.349244950337288E-4
7;7;170997;20505585568;284693311;252345115675;0.001128190297000485
7;8;170707;17934440992;238050935;251900665071;9.450190809655212E-4
7;9;169032;15358721440;214770316;251849734010;8.527716610233635E-4
7;10;170715;12786781456;245221495;252225770866;9.722301339710399E-4
13;0;0;12786781456;0;0;0.0
13;1;94390;10167202848;152806518;251865903811;6.066979122138974E-4
13;2;96672;21390882112;320356819;252079782969;0.0012708548667680999
13;3;94384;18761253680;153229523;251577786274;6.090741367487576E-4
13;4;95005;16131709280;209140176;251859690228;8.30383678351516E-4
13;5;94484;13509937600;157602751;251544486195;6.265402727922434E-4
13;6;96018;10880080080;279464719;251763451847;0.0011100289456224743
13;7;95523;8261900064;255377141;251741957245;0.0010144401187421538
13;8;95026;19461665424;190693730;251818786307;7.572657020414649E-4
13;9;95189;16849965152;220396346;251719942645;8.755617202361452E-4
13;10;94353;14210485984;153324592;251568753175;6.09473911465237E-4
19;0;0;14210485984;0;0;0.0
19;1;66884;11496151488;287104725;251527756429;0.001141443509360934
19;2;66173;8778782704;206099639;251351488272;8.199658590323097E-4
19;3;66213;19896698464;211439283;251186095000;8.417634861515722E-4
19;4;65951;17194421360;184227340;251322464507;7.330317262381803E-4
19;5;66529;14475233920;250149034;251451990341;9.948182699240796E-4
19;6;66640;11752686448;249200765;251303102013;9.916342576109895E-4
19;7;66089;9034581808;218084120;251182352219;8.682302640826358E-4
19;8;66398;20119889088;237110431;251303235806;9.435231911738833E-4
19;9;66048;17398301760;183196624;251142958082;7.294515657499939E-4
19;10;65931;14681191024;184983920;251148589219;7.365516986388292E-4
25;0;0;14681191024;0;0;0.0
25;1;50496;11844141776;243401211;251153015817;9.69135131458472E-4
25;2;50432;8992148960;231822854;250870318424;9.240744598896408E-4
25;3;50446;19926700784;236144944;250893856555;9.412145328804941E-4
25;4;51139;17077946576;327764298;251078907822;0.001305423465647562
25;5;50932;14257840224;292810707;250886136132;0.0011671059689242534
25;6;50478;11392918248;247243406;251024752289;9.849363608388443E-4
25;7;51106;8534317696;302920532;251010405134;0.0012068046814166455
25;8;50494;19485852944;232174566;250941889777;9.252124713268174E-4
25;9;50528;16635879720;236932921;251087463338;9.436270447364155E-4
25;10;50933;13794456128;296952856;251086452813;0.0011826717557763247
31;0;0;13794456128;0;0;0.0
31;1;40912;10858743248;307485906;250969247847;0.0012251935591226484
31;2;40985;21722202336;306897754;250821479104;0.001223570465720556
31;3;40772;18786257184;273191425;250654235805;0.0010899134583647455
31;4;41196;15824973184;333224969;250811345391;0.0013285881006719295
31;5;40693;12861487072;272669972;250630184123;0.0010879374842823549
31;6;40760;9917261040;279007260;250778046308;0.0011125665268854096
31;7;41298;20776182432;354176258;250640932042;0.001413082273172566
31;8;41131;17842415648;335158366;250604025836;0.0013374021621637233
31;9;40896;14931399456;298047601;250475987703;0.0011899248456239554
31;10;40744;12018318416;274447966;250537749599;0.0010954355838162899
37;0;0;12018318416;0;0;0.0
37;1;34181;9065796832;310305136;250315720478;0.0012396550061156563
37;2;34858;19926107376;423148634;250476168860;0.0016893768214592613
37;3;34227;16992185584;318750608;250279470008;0.0012735787237755113
37;4;34639;14066421040;383439591;250515983631;0.0015305993072473618
37;5;34234;11134087728;323382304;250210832865;0.0012924392613107975
37;6;34593;8190442944;370658480;250435200398;0.0014800574336632276
37;7;34509;10140567088;333690075;250389826431;0.0013326822409534082
37;8;34295;20979898880;329641465;250325144478;0.001316853189827963
37;9;34189;18038426912;319850339;250175726782;0.001278502687347896
37;10;34369;15108670016;338714986;250472804474;0.0013523024454144277
43;0;0;15108670016;0;0;0.0
43;1;29708;12129145776;378400718;250294313038;0.0015118230750314759
43;2;29525;9061383648;348730495;250256756857;0.0013934908267003124
43;3;29609;19809017440;352244092;250003120744;0.0014089587800013641
43;4;29655;16831078960;370654459;250257771413;0.0014810907046251503
43;5;29961;13797754896;426996903;250297359133;0.0017059584826586505
43;6;29509;10817985696;348961130;250070245108;0.0013954524251747389
43;7;29617;21616744480;353590135;250185001425;0.001413314679081586
43;8;29540;18636472288;357799580;249966293268;0.0014313913100931057
43;9;30265;15612546672;412244520;249939982466;0.0016493740454514064
43;10;29549;12634573840;353723526;250118719496;0.0014142225208603665
49;0;0;12634573840;0;0;0.0
49;1;26105;9489069904;384446084;249921316663;0.0015382684803889556
49;2;26059;20080271216;379952647;249707720156;0.001521589507775859
49;3;26148;16937678288;381740902;249797112948;0.0015282038190708256
49;4;26035;13816208544;376000777;250127796304;0.0015032346766571144
49;5;26600;10699352016;475651693;250383390867;0.0018996934714917222
49;6;26273;21328392288;389974514;249901428582;0.0015605133440525247
49;7;26047;18208922944;374232633;250108538806;0.0014962809138246915
49;8;26125;15050241984;382366720;250093761912;0.0015288934720992466
49;9;26029;11902365120;374435218;250231778543;0.0014963535813883719
49;10;26208;8802468960;376717327;249839710676;0.0015078360680962318
55;0;0;8802468960;0;0;0.0
55;1;24140;19309295056;411169496;248167653955;0.0016568214650349113
55;2;23933;16050488768;488154504;250063608708;0.0019521213283377808
55;3;23622;12785134352;401405867;249551808001;0.0016085071481365164
55;4;23563;9538603712;402429857;250044181904;0.001609434996389981
55;5;23804;19942507120;410604480;249888447988;0.0016431511072481342
55;6;23595;16622969664;402273729;249645384751;0.001611380596525883
55;7;24302;13388902336;476312516;247876194039;0.0019215742675355852
55;8;23527;10113232480;402890152;249557659444;0.0016144170966245473
55;9;23766;20514890848;405334226;249880963641;0.0016221092639227101
55;10;23525;17197298000;403077780;249993204316;0.0016123549482188956
61;0;0;17197298000;0;0;0.0
61;1;21874;13904625104;418531786;249290755115;0.0016788901209229667
61;2;22148;10570564384;517280422;250248833354;0.0020670642698591896
