ThreadPoolSize;RunNr;Runtime;Memory;Cache-Misses;Cache-References;Cache-Miss-Rate
32;5;17227;1728170384;80208801;2438559027;0.0328918841463008
32;6;17199;1316796936;76402373;2350965477;0.032498296443508344
32;7;17160;905439608;76274949;2318011155;0.03290534164836666
32;8;17329;1875272592;81041841;2366513968;0.03424524093068865
32;9;17144;1472331712;71969387;2288780660;0.031444422900707314
32;10;17222;1063467920;78683135;2325408096;0.033836269485491635
33;0;0;1063467920;0;0;0.0
33;1;17171;2000611856;75712122;2390984893;0.03166566305862477
33;2;17120;1581008384;71685025;2301561919;0.031146250903884547
33;3;17196;1169535264;76918072;2395271537;0.03211246441659696
33;4;17366;2106157376;79788967;2425669564;0.032893584593783526
33;5;17204;1685501424;78962656;2399846144;0.0329032159821659
33;6;17217;1269072888;77752986;2350220492;0.033083272937439775
33;7;17288;862799184;81410210;2399752435;0.03392442020795366
33;8;17172;1828160584;72155332;2339423594;0.030843209491884776
33;9;17192;1410817856;77554006;2405889213;0.032235069504008784
33;10;17117;998275896;73904367;2357549844;0.03134795524603127
34;0;0;998275896;0;0;0.0
34;1;17156;1936755520;74469737;2352942261;0.031649623636897224
34;2;17275;1505955840;79685931;2410074769;0.03306367587635618
34;3;17061;1078521456;70459964;2367209543;0.02976498815170584
34;4;17125;2005716784;72738250;2278633586;0.03192187214605552
34;5;17393;1584014336;90128804;2570849089;0.03505799091266691
34;6;17113;1162759920;72754112;2247634170;0.03236919645157379
34;7;17265;2092539328;77221775;2406984142;0.0320823779652471
34;8;17152;1663990040;72526525;2341923011;0.030968791313524525
34;9;17151;1243697040;72008491;2355074760;0.030575883289581857
34;10;17326;2241216280;82286677;2448825551;0.03360250670628518
35;0;0;2241216280;0;0;0.0
35;1;17172;1795814464;75652241;2400728160;0.031512206279947996
35;2;17188;1356237184;78367159;2414083483;0.032462489202159876
35;3;17171;925113728;74562180;2403421385;0.031023348824867014
35;4;17192;1854479456;78233105;2461848341;0.031778198395528215
35;5;17147;1426210384;75646524;2474451075;0.030571032405641723
35;6;17242;993305160;75650010;2340042386;0.03232847851500413
35;7;17242;1906779472;79385255;2424280554;0.03274590264275164
35;8;17249;1468059232;79611383;2470888025;0.03221974536867166
35;9;17405;1031942848;87616015;2610455845;0.033563492432870476
35;10;17157;1951424784;74538021;2385140137;0.03125100275816624
36;0;0;1951424784;0;0;0.0
36;1;17130;1507210240;76961003;2480749937;0.031023281247391604
36;2;17258;1065492768;76326965;2413168332;0.031629357963910164
36;3;17358;1967033688;85025632;2496641852;0.03405599883374862
36;4;17215;1515292400;74025979;2410018472;0.03071593842953748
36;5;17166;1077346048;76532458;2457275703;0.03114524670819976
36;6;17227;1983473456;74590602;2369580072;0.03147840534337512
36;7;17171;1541221720;76265876;2472767840;0.030842311504665963
36;8;17182;1098411856;79474201;2413811392;0.0329247766678864
36;9;17332;2008293744;80895917;2428101313;0.03331653278505517
36;10;17210;1561088424;79117559;2398056851;0.03299236169776694
37;0;0;1561088424;0;0;0.0
37;1;17234;1106654920;79265686;2511054746;0.03156668970529884
37;2;17113;2006182080;74023255;2222624635;0.03330443379162852
37;3;17263;1541224528;76803574;2454017624;0.03129707515091587
37;4;17177;1091845024;74964576;2364289173;0.03170702503572307
37;5;17270;1993852320;77170144;2451650769;0.031476809411756804
37;6;17232;1535667248;79120163;2489795641;0.031777773925342014
37;7;17220;1085616912;78556258;2445574142;0.032121805939506864
37;8;17198;1987192224;77705231;2371879870;0.03276103144296258
37;9;17211;1533298208;78190532;2527501860;0.03093589493936119
37;10;17164;1078869264;73699783;2428027981;0.030353761808645317
38;0;0;1078869264;0;0;0.0
38;1;17243;1979564160;78435188;2433777488;0.032227756393808836
38;2;17284;1512832512;81163554;2495495126;0.03252402825971298
38;3;17260;1052091296;78433651;2399646414;0.03268550339016738
38;4;17328;1940492560;81385806;2414599638;0.03370571448747977
38;5;17232;1481324800;75971007;2406664478;0.031566929123054935
38;6;17244;1021300128;75258180;2493535154;0.030181319031847103
38;7;17308;1914162880;82335963;2441105814;0.033728961083044635
38;8;17183;1453928376;74687178;2296528916;0.032521766862873676
38;9;17197;988821720;76698971;2376258426;0.032277201065672306
38;10;17131;1875768272;71772823;2373796801;0.030235453586324047
39;0;0;1875768272;0;0;0.0
39;1;17196;1411903712;80707062;2443978751;0.03302281657194327
39;2;17127;944596576;74727106;2376255731;0.031447417474950216
39;3;17223;1835917584;77896008;2475648601;0.031464888824906376
39;4;17086;1362537120;71364660;2341666226;0.030476017123031263
39;5;17229;896333664;77864012;2408250291;0.032332192501331666
39;6;17199;1803179944;77150328;2498055784;0.030884149382950688
39;7;17249;1335386640;77519534;2415209446;0.03209640229272273
39;8;17050;862337288;68639599;2265246989;0.030301154502494737
39;9;17130;1779810736;70717915;2408314961;0.029364064146591498
39;10;17212;1320293504;77772632;2417607711;0.03216925212727368
40;0;0;1320293504;0;0;0.0
40;1;17121;844911968;73268321;2397248805;0.030563502981910965
40;2;17305;1768364088;79489921;2450083829;0.032443755621391845
40;3;17210;1293077136;79564965;2501439916;0.03180766585320612
40;4;17256;813807032;80876730;2493017815;0.032441296453390965
40;5;17267;1747898512;80227212;2258211457;0.03552688201599183
40;6;17242;1279152000;82000428;2478421497;0.03308574756120266
40;7;17337;2146994384;83111584;2475308158;0.03357625745763813
40;8;17187;1663124504;80193205;2521462276;0.03180424540287669
40;9;17271;1186411104;83498179;2512414619;0.03323423545164462
40;10;17203;2047461280;76693414;2415006299;0.0317570244151152
41;0;0;2047461280;0;0;0.0
41;1;17239;1563081752;78810439;2425408376;0.03249367808730615
41;2;17207;1075011616;78920415;2399559966;0.032889536464286884
41;3;17350;1928610096;82418527;2408901871;0.03421414877551066
41;4;17198;1438283696;77868798;2416528419;0.032223414956660604
41;5;17180;951628528;74584107;2342938664;0.03183357214851955
41;6;17207;1807626032;76792005;2446179342;0.03139263081880772
41;7;17186;1318912392;75641555;2457865283;0.03077530551539183
41;8;17226;830256520;79968431;2497638669;0.03201761407386346
41;9;17231;1765400008;77181088;2438215987;0.03165473789504769
41;10;17114;1278531264;69855343;2362407292;0.029569559506760955
42;0;0;1278531264;0;0;0.0
42;1;17128;2126926704;73418889;2419941548;0.03033911668679693
42;2;17189;1630631728;76895687;2413033740;0.03186680970320788
42;3;17199;1137840304;78771669;2463956899;0.031969580730884364
42;4;17141;1975043560;71397579;2382791424;0.029963839168157088
42;5;17118;1473403424;72927831;2413587742;0.03021552924343614
42;6;17175;977024992;76053533;2421670257;0.03140540409255231
42;7;17215;1819420608;78749731;2441795766;0.03225074434828879
42;8;17121;1328554160;73298382;2372064196;0.030900673819706355
42;9;17175;833944024;72699563;2357491801;0.030837673738318975
42;10;17162;1752689072;72947683;2382265511;0.030621138854240837
43;0;0;1752689072;0;0;0.0
43;1;17171;1252278464;77515186;2451800261;0.031615620257901586
43;2;17216;2079475680;76163712;2387909432;0.03189556143936702
43;3;17074;1577005544;72554346;2393989330;0.03030687943792966
43;4;17088;1073873016;71699684;2285577068;0.03137049500708414
43;5;17156;1905127776;73125518;2347161082;0.031154878359558623
43;6;17126;1398212768;73098551;2369333996;0.030851940301961547
43;7;17184;898572736;78123558;2456639293;0.03180098853853185
43;8;17206;1771924896;77936014;2485332494;0.03135838532194397
43;9;17191;1263740416;77923650;2463113228;0.03163624356127245
43;10;17196;2083957800;77735071;2433529560;0.03194334364280334
44;0;0;2083957800;0;0;0.0
44;1;17094;1564438600;72767680;2380470505;0.030568612317252802
44;2;17196;1048684872;78748356;2455965223;0.03206411689486696
44;3;17273;1868544032;80782589;2427627713;0.03327634981566879
44;4;17168;1354972608;78670824;2468902949;0.03186468874034303
44;5;17241;843404464;79356970;2450485241;0.0323841860674157
