ThreadPoolSize;RunNr;Runtime;Memory;L3-cacheMisses;L3-cacheReferences;L3-cache-miss-rate
1;0;0;1581252304;0;0;0.0
1;1;1152355;1601839584;6075483985;17452378359;0.34811782440339656
1;2;1149446;1766000008;6667897300;17280136680;0.3858706342130623
1;3;1149982;1164944336;6681209248;17267464946;0.38692473208394723
1;4;1149736;1164582880;6646779823;17156425646;0.38742217989617717
1;5;1151229;1164221408;6642645070;17225755424;0.3856228598686042
1;6;1151870;1163861984;6642190917;17199389541;0.38618759701710975
1;7;1151103;1163506656;6711435944;17220549169;0.38973414135257417
1;8;1150194;1163147232;6730943513;17213830414;0.3910195087971662
1;9;1151588;1162785760;6733040975;17162884062;0.3923024213574624
1;10;1149739;1162422224;6728930634;17228034060;0.3905802954977441
7;0;0;1162422224;0;0;0.0
7;1;176294;4751346144;6205607465;15464569721;0.4012790253435335
7;2;174338;5803326672;6030502588;14993816258;0.40219931231866374
7;3;173320;5014836640;5950874659;14919447017;0.39886697222888096
7;4;172457;3923544784;5815924725;14934187467;0.3894369705651158
7;5;174425;5519709168;5920561204;15018812145;0.3942096849497547
7;6;172658;4406771072;5850977802;14913326860;0.3923321641727901
7;7;173722;5920846512;5877364516;14965329239;0.39273205568264075
7;8;174067;4654242384;5974070770;14970504255;0.39905608176188984
7;9;173989;3528869232;5822874240;14947229836;0.38956209972604855
7;10;174172;5153139936;5835609233;14907796906;0.3914467892067485
13;0;0;5153139936;0;0;0.0
13;1;99901;5950661288;5933625592;14799216587;0.4009418712887981
13;2;98935;5248096824;5909825997;14736912595;0.4010219887580191
13;3;98412;7968467424;5883849289;14685423715;0.4006591435962527
13;4;98199;6997492344;5839703542;14671461656;0.39803147627161
13;5;98121;6211519496;5972399431;14648782029;0.4077062119687848
13;6;97885;5182123728;6086199659;14667812728;0.41493573526349975
13;7;98650;7971744528;5943054467;14744278644;0.40307529520397745
13;8;98784;6893859784;5944854846;14679816073;0.40496793804754366
13;9;98940;5965996680;5898531280;14662299059;0.40229238649851223
13;10;98468;4770220120;5990310693;14671863712;0.40828560096973726
19;0;0;4770220120;0;0;0.0
19;1;70124;6277080648;6418800329;14683199454;0.43715270293160724
19;2;70033;7754623400;6296294280;14569158022;0.4321659680327682
19;3;69897;9830532496;6303554161;14615867410;0.43128156435567994
19;4;69150;6782547008;6225346084;14493717358;0.42952031768191185
19;5;69659;8128148112;6249763138;14500659584;0.4309985419488074
19;6;69419;9426033584;6356932653;14517982190;0.43786612835071953
19;7;69526;5906140048;6211354990;14507180289;0.4281572894430581
19;8;69881;7317095712;6282617893;14545932475;0.4319157884032457
19;9;69244;8697096048;6337763854;14538138022;0.4359405478479643
19;10;69647;10214539632;6253688906;14507845695;0.43105565343552543
25;0;0;10214539632;0;0;0.0
25;1;54236;9381859424;6853559578;14511552735;0.4722829943256241
25;2;53777;9399659960;6763431050;14475034164;0.46724801982305014
25;3;53591;9400435744;6845919542;14469753720;0.47311928554372107
25;4;53503;9417853864;6809760797;14468617953;0.4706573094348675
25;5;53665;9415442288;6811581033;14520227882;0.4691097886586185
25;6;53241;9196307392;6874050940;14455311606;0.4755380670691853
25;7;53462;8773407568;6878798001;14463068785;0.47561123460424726
25;8;53726;8558076352;6826512143;14477496541;0.4715257312386465
25;9;53485;8450527528;6850078146;14458116886;0.4737877138504135
25;10;53270;8228763768;6786550816;14460907434;0.46930324718376176
31;0;0;8228763768;0;0;0.0
31;1;44112;10501351360;7329532792;14553083772;0.5036412149363115
31;2;43710;7915565840;7333925422;14454418835;0.5073829329091805
31;3;43760;10318812216;7349295264;14478568234;0.5075982062053388
31;4;44513;10198898576;7254970137;14481040320;0.5009978548972095
31;5;44202;11280730400;7242357389;14423078038;0.5021367401548271
31;6;43813;7194546704;7278016545;14413181536;0.5049555871354009
31;7;44128;8163464704;7392511773;14442490800;0.5118585066365422
31;8;44237;9276467776;7299819912;14479731065;0.5041405727240971
31;9;43682;10343698432;7290406545;14430034830;0.5052244593230826
31;10;44067;11354043296;7301920194;14443831585;0.5055390012704859
37;0;0;11354043296;0;0;0.0
37;1;37142;11590562080;7759754873;14411985376;0.5384237265409781
37;2;36881;11072776800;7737531756;14405366121;0.5371284347101948
37;3;37179;9517623040;7709610726;14372677304;0.5364074182514604
37;4;37146;8824041312;7689232194;14369886287;0.5350934614532208
37;5;37151;7689497344;7708102729;14437035685;0.5339117321022262
37;6;37062;7302423168;7703025000;14407452496;0.534655588983453
37;7;37481;12811941424;7726703681;14405953792;0.5363548844152783
37;8;37341;7236079840;7749551936;14357035021;0.5397738408149558
37;9;37478;12630745184;7699085573;14419816558;0.5339239609624998
37;10;37157;11718875056;7671710679;14396307948;0.5328943161476195
43;0;0;11718875056;0;0;0.0
43;1;32297;9003331440;8036325380;14391263546;0.5584169419393107
43;2;32785;11855771984;8116624178;14452401882;0.5616107443088054
43;3;32805;9144672784;8106696853;14438468423;0.5614651509772534
43;4;32718;12100963776;8107327155;14469670463;0.5602979816113315
43;5;32697;9413791632;8036150622;14398513492;0.5581236303639948
43;6;32466;12227933840;8078008142;14410962430;0.5605460552158278
43;7;32052;9551998208;8033699237;14382870510;0.5585602144866978
43;8;32499;11251663368;8081565489;14375271463;0.5621852435831111
43;9;32161;7500824408;8061883848;14333043360;0.5624683917791483
43;10;32898;10253564296;8067175568;14387775167;0.5606965270421368
49;0;0;10253564296;0;0;0.0
49;1;28852;8177477280;8340715971;14345017667;0.5814364376969297
49;2;28808;12532045304;8439057864;14445333741;0.5842064998503658
49;3;28688;10731411272;8337038604;14338671702;0.5814373030688139
49;4;29046;8732302488;8361357521;14358330777;0.582334928123658
49;5;29029;12827085504;8359934681;14376596841;0.5814960782066769
49;6;29229;13305581640;8346832199;14357242245;0.5813673724079453
49;7;29036;14131621440;8418941912;14355393954;0.5864654038041316
49;8;28646;8333693840;8301434133;14311793047;0.5800415158141295
49;9;28847;9294439240;8380589352;14361625088;0.5835404629105996
49;10;28488;10001183144;8398980483;14314312366;0.586754031087769
55;0;0;10001183144;0;0;0.0
55;1;26265;12120481952;8622207212;14346642149;0.6009913067080294
55;2;26335;12541133456;8725939629;14409473258;0.6055696466319782
55;3;26172;12646444096;8715679014;14371068799;0.6064739606984885
55;4;26272;12989835856;8639009208;14387979537;0.600432408579954
55;5;26149;13324686784;8676454984;14326363029;0.6056285860156392
55;6;25680;13138507136;8589040458;14319082678;0.5998317525742273
55;7;25942;12480366688;8606001467;14300907662;0.6017800876980447
55;8;25811;12646284576;8654133489;14319531373;0.604358708645849
55;9;26181;12726284752;8710313582;14333552932;0.6076869861452157
