ThreadPoolSize;RunNr;Runtime;Memory;L3-cacheMisses;L3-cacheReferences;L3-cache-miss-rate
1;0;0;2088050688;0;0;0.0
1;1;1159109;2069174272;22606500;138225595;0.16354785812280279
1;2;1159533;2054496256;21082532;126668870;0.16643814695749634
1;3;1159676;2041911296;21153362;125623564;0.1683868959489161
1;4;1158954;2029328384;21322155;127224431;0.16759481518137032
1;5;1158244;2104383584;24656918;135232487;0.18232984208890576
1;6;1158710;2090919840;24686212;136304077;0.18111132508530908
1;7;1160579;2078336912;23396005;130047184;0.1799039723920512
1;8;1163903;2063321344;24239481;134961823;0.17960250136810912
1;9;1161897;2050738432;23326885;130938339;0.1781516794710524
1;10;1160023;2036393888;22348615;127512360;0.1752662643840958
7;0;0;2036393888;0;0;0.0
7;1;166424;2104765016;12762553;37374620;0.3414764618342608
7;2;166470;2084239304;10769518;29277150;0.3678472119041642
7;3;165998;2065157376;11056525;29580008;0.37378370553517093
7;4;166343;2045861376;10928197;29496747;0.37048821010669414
7;5;166481;2025518992;11202636;29915978;0.37446999058496433
7;6;165801;2006437120;11317295;30308511;0.3734032001770064
7;7;166777;2099052216;11956859;37200162;0.3214195411299553
7;8;166635;2065499832;10964646;30392402;0.36076931333035145
7;9;166810;2036139704;10842422;29827917;0.3634991340494879
7;10;168466;2006777528;10314118;30157537;0.34200796968267005
13;0;0;2006777528;0;0;0.0
13;1;94019;1981611704;8259923;22530518;0.3666104347889383
13;2;93954;1952251576;7797133;25262965;0.3086388711697142
13;3;94306;1922891448;7576924;22043199;0.3437306899057619
13;4;94224;1893531320;7577994;21946595;0.34529247019868003
13;5;93933;1864173240;7391003;22178666;0.33324831168835856
13;6;94169;1834813112;8150035;23398580;0.3483132309738454
13;7;94077;1805459128;7288131;22859415;0.31882403814795784
13;8;94279;1776092856;7919308;23216171;0.34111171906857507
13;9;94008;1746732728;7531425;23223259;0.32430525793128345
13;10;94035;1717372600;7938529;23547184;0.33713283932380195
19;0;0;1717372600;0;0;0.0
19;1;65908;1679621816;6545305;20145412;0.32490301017422724
19;2;65858;1637680824;6619208;20490589;0.3230364925088293
19;3;65839;1595737784;6678097;20435875;0.3267830225033183
19;4;65787;1553794744;6788170;20739877;0.32730039816533146
19;5;65912;1511851704;6694816;21137335;0.3167294268648342
19;6;65889;1474100920;6904282;19940542;0.34624344714401445
19;7;65715;1432159928;7153473;21706398;0.329555967784245
19;8;65906;1394409144;7348157;21059408;0.34892514547417475
19;9;65890;1352468152;6887260;20118225;0.34233934653777853
19;10;65866;1310523064;6858965;18706679;0.3666586142842351
25;0;0;1310523064;0;0;0.0
25;1;50248;1260193464;6131322;18875096;0.32483659950656674
25;2;50256;1207762616;6142677;19916188;0.30842634142638137
25;3;50250;1157430968;6734614;20645723;0.3261989904640298
25;4;50251;1105004216;6928968;19610809;0.3533239245764925
25;5;50237;1054672568;6818761;20394574;0.33434191859069967
25;6;50254;1002241720;6532973;20583311;0.31739174518618507
25;7;50261;951910072;7062026;20786282;0.33974454883273497
25;8;50262;899483320;6659899;20265652;0.32862989061491826
25;9;50253;847052472;6851426;20142924;0.34014058733478814
25;10;50258;2072532656;7341958;21102114;0.34792523630570854
31;0;0;2072532656;0;0;0.0
31;1;40524;2010668736;7366658;21662109;0.3400711352712702
31;2;40501;1945654976;6875067;20808376;0.3303990181646083
31;3;40512;1882740416;6919117;20616858;0.3356048239746328
31;4;40538;1817730752;6953119;20998473;0.3311249822784733
31;5;40544;1754816192;6848988;20326329;0.33695154693206036
31;6;40536;1689802432;7139460;21072253;0.33880857447943513
31;7;40498;1626887872;6989415;21057908;0.33191402488794236
31;8;40500;1563973312;7126667;21902489;0.32538160388985926
31;9;40505;1498963648;7056693;21591046;0.3268342348953358
