# started on Sun Jun 21 00:43:31 2020

2708056219832;;L1-dcache-store;1741302100427;25.01;;
2504181447;;L1-dcache-store-misses;1741442646859;25.01;;
2237935973;;LLC-store;1741367679950;25.01;;
1867321235;;LLC-store-misses;1741210424483;25.01;;
8144360087054;;L1-dcache-loads;1741025343446;25.01;;
184275888473;;L1-dcache-load-misses;1740723033278;25.00;2.26;of all L1-dcache hits
33327915490;;LLC-loads;1739819596049;24.99;;
8342157019;;LLC-load-misses;1739369639516;24.98;8.77;of all LL-cache hits
156925790062;;L1-icache-loads;1739626088357;24.99;;
848664255;;L1-icache-load-misses;1739729605263;24.99;;
8137000072720;;dTLB-loads;1739853276280;24.99;;
3701286934;;dTLB-load-misses;1740110038905;24.99;0.05;of all dTLB cache hits
10308101674121;;iTLB-loads;1740255748435;24.99;;
25699375;;iTLB-load-misses;1740530541114;25.00;0.00;of all iTLB cache hits
635579552347;;L1-dcache-prefetches;1740773311548;25.00;;
48253661536;;L1-dcache-prefetch-misses;1741018847006;25.01;;
