# started on Sun Jun 21 01:12:58 2020

2707120648040;;L1-dcache-store;1869110990587;24.97;;
2501653700;;L1-dcache-store-misses;1869552931430;24.98;;
2224973183;;LLC-store;1869678340116;24.98;;
1829689932;;LLC-store-misses;1869781545060;24.98;;
8137973328411;;L1-dcache-loads;1870346537973;24.99;;
185639825772;;L1-dcache-load-misses;1870951714196;25.00;2.28;of all L1-dcache hits
34491328548;;LLC-loads;1868714356137;24.97;;
5296721917;;LLC-load-misses;1868849494699;24.97;5.73;of all LL-cache hits
150288526132;;L1-icache-loads;1870594327323;24.99;;
942359942;;L1-icache-load-misses;1871277587469;25.00;;
8150760304858;;dTLB-loads;1871888887099;25.01;;
3749256966;;dTLB-load-misses;1872371477140;25.02;0.05;of all dTLB cache hits
10348652288348;;iTLB-loads;1872164926746;25.02;;
30641284;;iTLB-load-misses;1871413116718;25.01;0.00;of all iTLB cache hits
648942546259;;L1-dcache-prefetches;1870178870767;24.99;;
51936352420;;L1-dcache-prefetch-misses;1869243458148;24.98;;
