# started on Sat Jun 20 21:24:13 2020

2704282635271;;L1-dcache-store;1197463042370;25.01;;
244125308;;L1-dcache-store-misses;1197299450298;25.00;;
115220503;;LLC-store;1197044023837;25.00;;
89405144;;LLC-store-misses;1196887267557;24.99;;
8140024148014;;L1-dcache-loads;1196725769234;24.99;;
176458962339;;L1-dcache-load-misses;1196747897812;24.99;2.17;of all L1-dcache hits
26817396093;;LLC-loads;1196664460675;24.99;;
20877591759;;LLC-load-misses;1196792242443;24.99;28.87;of all LL-cache hits
117796576844;;L1-icache-loads;1196897464675;24.99;;
863953933;;L1-icache-load-misses;1196982234932;25.00;;
8142410355273;;dTLB-loads;1197260621509;25.00;;
3553980544;;dTLB-load-misses;1197321691071;25.00;0.04;of all dTLB cache hits
10306216412689;;iTLB-loads;1197412948757;25.01;;
14694919;;iTLB-load-misses;1197511785287;25.01;0.00;of all iTLB cache hits
892002515678;;L1-dcache-prefetches;1197439223221;25.01;;
7940564;;L1-dcache-prefetch-misses;1197405373116;25.01;;
