# started on Sun Jun 21 00:22:04 2020

2706954303409;;L1-dcache-store;1695747486408;25.01;;
2413433980;;L1-dcache-store-misses;1695765269726;25.01;;
2165102952;;LLC-store;1695307700160;25.01;;
1853151578;;LLC-store-misses;1694852424587;25.00;;
8140466825184;;L1-dcache-loads;1694724835826;25.00;;
184596265239;;L1-dcache-load-misses;1694520167725;24.99;2.27;of all L1-dcache hits
33093374265;;LLC-loads;1694032757601;24.99;;
11382929617;;LLC-load-misses;1693804010233;24.98;12.80;of all LL-cache hits
144699833251;;L1-icache-loads;1693916709003;24.99;;
905165640;;L1-icache-load-misses;1694108782118;24.99;;
8138509433253;;dTLB-loads;1694368144792;24.99;;
3691759872;;dTLB-load-misses;1694561156409;25.00;0.05;of all dTLB cache hits
10305982459987;;iTLB-loads;1694681221479;25.00;;
21745645;;iTLB-load-misses;1694877411299;25.00;0.00;of all iTLB cache hits
608265741429;;L1-dcache-prefetches;1695089576187;25.00;;
59160786055;;L1-dcache-prefetch-misses;1695496877568;25.01;;
