# started on Tue Jul 21 09:04:14 2020

17211744081665;;L1-dcache-store;19089566856127;25.00;;
6521132049;;L1-dcache-store-misses;19090456353446;25.00;;
5098545547;;LLC-store;17936697942285;23.49;;
3826564616;;LLC-store-misses;16778164833124;21.97;;
52105919385937;;L1-dcache-loads;17647665123479;23.11;;
1862709691996;;L1-dcache-load-misses;18440018236158;24.15;3.57;of all L1-dcache hits
139074355501;;LLC-loads;17099727831100;22.39;;
32873275531;;LLC-load-misses;16403920247785;21.48;2.80;of all LL-cache hits
2211463200628;;L1-icache-loads;17622603709182;23.08;;
8572303400;;L1-icache-load-misses;18433364113401;24.14;;
52022180019748;;dTLB-loads;18982154170340;24.86;;
22617587840;;dTLB-load-misses;19089062430623;25.00;0.04;of all dTLB cache hits
66740667952704;;iTLB-loads;19088479582955;25.00;;
600624569;;iTLB-load-misses;19088232410336;25.00;0.00;of all iTLB cache hits
3820113167995;;L1-dcache-prefetches;19088734599217;25.00;;
74336346960;;L1-dcache-prefetch-misses;19088934403977;25.00;;
