Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;14-07-2020 23-34-43;VARIANT_B;5248373797
1;14-07-2020 23-34-47;VARIANT_B;4477513248
2;14-07-2020 23-34-51;VARIANT_B;4000358331
3;14-07-2020 23-34-55;VARIANT_B;3896828240
4;14-07-2020 23-35-00;VARIANT_B;3898954832
5;14-07-2020 23-35-04;VARIANT_B;3905729389
6;14-07-2020 23-35-08;VARIANT_B;3906667277
7;14-07-2020 23-35-12;VARIANT_B;3792287512
8;14-07-2020 23-35-16;VARIANT_B;3924823881
9;14-07-2020 23-35-20;VARIANT_B;3871434110
10;14-07-2020 23-35-24;VARIANT_B;3938575752
11;14-07-2020 23-35-28;VARIANT_B;4028378259
12;14-07-2020 23-35-32;VARIANT_B;4024632177
13;14-07-2020 23-35-36;VARIANT_B;3989077404
14;14-07-2020 23-35-40;VARIANT_B;3895878198
15;14-07-2020 23-35-44;VARIANT_B;3855327690
16;14-07-2020 23-35-48;VARIANT_B;3672794981
17;14-07-2020 23-35-52;VARIANT_B;3833021392
18;14-07-2020 23-35-56;VARIANT_B;3965577522
19;14-07-2020 23-36-00;VARIANT_B;3804159914
20;14-07-2020 23-36-04;VARIANT_B;3676357660
21;14-07-2020 23-36-08;VARIANT_B;3801039766
22;14-07-2020 23-36-12;VARIANT_B;3875562386
23;14-07-2020 23-36-16;VARIANT_B;3920266978
24;14-07-2020 23-36-20;VARIANT_B;3808523578
25;14-07-2020 23-36-24;VARIANT_B;3840227778
26;14-07-2020 23-36-28;VARIANT_B;3669803138
27;14-07-2020 23-36-32;VARIANT_B;3858561699
28;14-07-2020 23-36-35;VARIANT_B;3832924372
29;14-07-2020 23-36-40;VARIANT_B;3950107553
30;14-07-2020 23-36-44;VARIANT_B;3947672825
31;14-07-2020 23-36-48;VARIANT_B;3839372271
32;14-07-2020 23-36-52;VARIANT_B;3897504910
33;14-07-2020 23-36-56;VARIANT_B;3898396560
34;14-07-2020 23-37-00;VARIANT_B;3946880461
35;14-07-2020 23-37-04;VARIANT_B;3811497171
36;14-07-2020 23-37-08;VARIANT_B;3849025489
37;14-07-2020 23-37-12;VARIANT_B;3745302303
38;14-07-2020 23-37-16;VARIANT_B;3847128316
39;14-07-2020 23-37-20;VARIANT_B;3701911181
40;14-07-2020 23-37-23;VARIANT_B;3722360529
41;14-07-2020 23-37-27;VARIANT_B;3780175863
42;14-07-2020 23-37-31;VARIANT_B;3682407016
43;14-07-2020 23-37-35;VARIANT_B;3818958068
44;14-07-2020 23-37-39;VARIANT_B;3836049394
45;14-07-2020 23-37-43;VARIANT_B;3647180795
46;14-07-2020 23-37-47;VARIANT_B;3797120378
