Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;14-07-2020 23-18-24;VARIANT_B;6144580150
1;14-07-2020 23-18-30;VARIANT_B;5305825490
2;14-07-2020 23-18-35;VARIANT_B;5067256342
3;14-07-2020 23-18-40;VARIANT_B;4970714948
4;14-07-2020 23-18-45;VARIANT_B;5096080645
5;14-07-2020 23-18-51;VARIANT_B;4967802412
6;14-07-2020 23-18-56;VARIANT_B;4878770285
7;14-07-2020 23-19-01;VARIANT_B;5019741221
8;14-07-2020 23-19-06;VARIANT_B;5023509105
9;14-07-2020 23-19-11;VARIANT_B;5060106793
10;14-07-2020 23-19-16;VARIANT_B;4964301541
11;14-07-2020 23-19-21;VARIANT_B;4993726367
12;14-07-2020 23-19-27;VARIANT_B;5002901404
13;14-07-2020 23-19-32;VARIANT_B;4859586424
14;14-07-2020 23-19-37;VARIANT_B;4990399995
15;14-07-2020 23-19-42;VARIANT_B;5018215513
16;14-07-2020 23-19-47;VARIANT_B;5019930737
17;14-07-2020 23-19-52;VARIANT_B;4937057646
18;14-07-2020 23-19-57;VARIANT_B;4888757891
19;14-07-2020 23-20-02;VARIANT_B;5097009014
20;14-07-2020 23-20-07;VARIANT_B;4963760603
21;14-07-2020 23-20-13;VARIANT_B;4877745628
22;14-07-2020 23-20-18;VARIANT_B;4840386570
23;14-07-2020 23-20-23;VARIANT_B;4984254011
24;14-07-2020 23-20-28;VARIANT_B;4911095481
25;14-07-2020 23-20-33;VARIANT_B;4993633528
26;14-07-2020 23-20-38;VARIANT_B;4938640477
27;14-07-2020 23-20-43;VARIANT_B;4827966978
28;14-07-2020 23-20-48;VARIANT_B;4933504554
29;14-07-2020 23-20-53;VARIANT_B;4979036447
30;14-07-2020 23-20-58;VARIANT_B;4914681812
31;14-07-2020 23-21-03;VARIANT_B;4863292936
32;14-07-2020 23-21-09;VARIANT_B;5013572438
33;14-07-2020 23-21-14;VARIANT_B;4919110107
34;14-07-2020 23-21-19;VARIANT_B;4790482887
35;14-07-2020 23-21-24;VARIANT_B;4978530095
36;14-07-2020 23-21-29;VARIANT_B;4989536878
37;14-07-2020 23-21-34;VARIANT_B;4981405482
38;14-07-2020 23-21-39;VARIANT_B;4863023380
39;14-07-2020 23-21-44;VARIANT_B;4823012117
40;14-07-2020 23-21-49;VARIANT_B;4832582333
41;14-07-2020 23-21-54;VARIANT_B;4836477715
