# started on Sat Jun 20 21:06:49 2020

27849425701;;L1-dcache-store;46246279368;24.99;;
39429090;;L1-dcache-store-misses;46047773268;24.88;;
17705958;;LLC-store;44530182551;24.06;;
12555327;;LLC-store-misses;43385078320;23.44;;
87285185465;;L1-dcache-loads;43929721074;23.73;;
2589723968;;L1-dcache-load-misses;44828805263;24.22;2.97;of all L1-dcache hits
339467013;;LLC-loads;42146101181;22.77;;
45291374;;LLC-load-misses;41909041264;22.64;0.95;of all LL-cache hits
9227279553;;L1-icache-loads;44347243409;23.96;;
116600673;;L1-icache-load-misses;45651822728;24.66;;
87876282413;;dTLB-loads;46352545363;25.04;;
61696575;;dTLB-load-misses;46567552844;25.16;0.07;of all dTLB cache hits
129796822858;;iTLB-loads;46655453054;25.21;;
10880003;;iTLB-load-misses;46662385295;25.21;0.01;of all iTLB cache hits
4570158785;;L1-dcache-prefetches;46603838993;25.18;;
292201711;;L1-dcache-prefetch-misses;46436648387;25.09;;
