Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;22-07-2020 00-31-44;VARIANT_B;127648460204
1;22-07-2020 00-33-49;VARIANT_B;123967126985
2;22-07-2020 00-35-59;VARIANT_B;129756783950
3;22-07-2020 00-38-01;VARIANT_B;122288450556
4;22-07-2020 00-40-03;VARIANT_B;121514522799
5;22-07-2020 00-42-08;VARIANT_B;124648316427
6;22-07-2020 00-44-17;VARIANT_B;128559244218
7;22-07-2020 00-46-24;VARIANT_B;125853913774
8;22-07-2020 00-48-27;VARIANT_B;122146402661
9;22-07-2020 00-50-29;VARIANT_B;122401820956
10;22-07-2020 00-52-37;VARIANT_B;127650204048
11;22-07-2020 00-54-41;VARIANT_B;122818194184
12;22-07-2020 00-56-46;VARIANT_B;125080378320
13;22-07-2020 00-58-51;VARIANT_B;123757474144
14;22-07-2020 01-00-53;VARIANT_B;121932415243
15;22-07-2020 01-03-03;VARIANT_B;129523998708
16;22-07-2020 01-05-12;VARIANT_B;128949417740
17;22-07-2020 01-07-20;VARIANT_B;127511903173
18;22-07-2020 01-09-25;VARIANT_B;124711246055
19;22-07-2020 01-11-29;VARIANT_B;123490635741
20;22-07-2020 01-13-38;VARIANT_B;128073904991
21;22-07-2020 01-15-44;VARIANT_B;125497652981
22;22-07-2020 01-17-50;VARIANT_B;125419157175
23;22-07-2020 01-20-05;VARIANT_B;134305009691
24;22-07-2020 01-22-12;VARIANT_B;127435321643
25;22-07-2020 01-24-21;VARIANT_B;128195030193
26;22-07-2020 01-26-29;VARIANT_B;127641999023
27;22-07-2020 01-28-33;VARIANT_B;123531729341
28;22-07-2020 01-30-37;VARIANT_B;123388537436
29;22-07-2020 01-32-43;VARIANT_B;125882699915
30;22-07-2020 01-34-51;VARIANT_B;127684342676
31;22-07-2020 01-36-53;VARIANT_B;121788629772
32;22-07-2020 01-39-00;VARIANT_B;126251228064
33;22-07-2020 01-41-05;VARIANT_B;124439345736
34;22-07-2020 01-43-11;VARIANT_B;125296716663
35;22-07-2020 01-45-12;VARIANT_B;121173120448
36;22-07-2020 01-47-21;VARIANT_B;128086294129
37;22-07-2020 01-49-25;VARIANT_B;123508540398
38;22-07-2020 01-51-29;VARIANT_B;123859584056
39;22-07-2020 01-53-33;VARIANT_B;123543825767
40;22-07-2020 01-55-37;VARIANT_B;123405051884
41;22-07-2020 01-57-39;VARIANT_B;121819208560
42;22-07-2020 01-59-43;VARIANT_B;123148506548
43;22-07-2020 02-01-46;VARIANT_B;122768451099
44;22-07-2020 02-03-54;VARIANT_B;127111061498
45;22-07-2020 02-05-58;VARIANT_B;124344348326
46;22-07-2020 02-07-58;VARIANT_B;118714031157
47;22-07-2020 02-10-00;VARIANT_B;122169103399
48;22-07-2020 02-12-03;VARIANT_B;121817152414
49;22-07-2020 02-14-10;VARIANT_B;126474456952
