Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;22-06-2020 22-00-32;VARIANT_B;2089670827
1;22-06-2020 22-00-34;VARIANT_B;1902739772
2;22-06-2020 22-00-36;VARIANT_B;1693908246
3;22-06-2020 22-00-38;VARIANT_B;1764865094
4;22-06-2020 22-00-40;VARIANT_B;1714715070
5;22-06-2020 22-00-42;VARIANT_B;1711645200
6;22-06-2020 22-00-44;VARIANT_B;1756607561
7;22-06-2020 22-00-45;VARIANT_B;1703577228
8;22-06-2020 22-00-47;VARIANT_B;1734936532
9;22-06-2020 22-00-49;VARIANT_B;1792058807
10;22-06-2020 22-00-51;VARIANT_B;1695898409
11;22-06-2020 22-00-53;VARIANT_B;1719201698
12;22-06-2020 22-00-54;VARIANT_B;1731877336
13;22-06-2020 22-00-56;VARIANT_B;1822923147
14;22-06-2020 22-00-58;VARIANT_B;1710581303
15;22-06-2020 22-01-00;VARIANT_B;1764501415
16;22-06-2020 22-01-02;VARIANT_B;1694338276
17;22-06-2020 22-01-03;VARIANT_B;1727028647
18;22-06-2020 22-01-05;VARIANT_B;1748293070
19;22-06-2020 22-01-07;VARIANT_B;1749229526
20;22-06-2020 22-01-09;VARIANT_B;1702417468
21;22-06-2020 22-01-11;VARIANT_B;1713227510
22;22-06-2020 22-01-12;VARIANT_B;1689107011
23;22-06-2020 22-01-14;VARIANT_B;1706438196
24;22-06-2020 22-01-16;VARIANT_B;1695311582
25;22-06-2020 22-01-18;VARIANT_B;1734367902
26;22-06-2020 22-01-19;VARIANT_B;1703224055
27;22-06-2020 22-01-21;VARIANT_B;1717969390
28;22-06-2020 22-01-23;VARIANT_B;1740939773
29;22-06-2020 22-01-25;VARIANT_B;1745006493
30;22-06-2020 22-01-27;VARIANT_B;1687132565
31;22-06-2020 22-01-29;VARIANT_B;1773797191
32;22-06-2020 22-01-30;VARIANT_B;1687207975
33;22-06-2020 22-01-32;VARIANT_B;1702794805
34;22-06-2020 22-01-34;VARIANT_B;1746599605
35;22-06-2020 22-01-36;VARIANT_B;1800500246
36;22-06-2020 22-01-38;VARIANT_B;1698535042
37;22-06-2020 22-01-39;VARIANT_B;1773359648
38;22-06-2020 22-01-41;VARIANT_B;1721608102
39;22-06-2020 22-01-43;VARIANT_B;1682632202
40;22-06-2020 22-01-45;VARIANT_B;1724830776
41;22-06-2020 22-01-47;VARIANT_B;1683769424
42;22-06-2020 22-01-48;VARIANT_B;1713628274
43;22-06-2020 22-01-50;VARIANT_B;1662436716
44;22-06-2020 22-01-52;VARIANT_B;1727188324
45;22-06-2020 22-01-54;VARIANT_B;1685800796
46;22-06-2020 22-01-55;VARIANT_B;1683266203
47;22-06-2020 22-01-57;VARIANT_B;1705664449
48;22-06-2020 22-01-59;VARIANT_B;1701476712
49;22-06-2020 22-02-01;VARIANT_B;1673698722
50;22-06-2020 22-02-02;VARIANT_B;1716103668
51;22-06-2020 22-02-04;VARIANT_B;1680894427
52;22-06-2020 22-02-06;VARIANT_B;1687216508
53;22-06-2020 22-02-08;VARIANT_B;1749675838
54;22-06-2020 22-02-10;VARIANT_B;1738111241
55;22-06-2020 22-02-11;VARIANT_B;1680376205
56;22-06-2020 22-02-13;VARIANT_B;1714016415
57;22-06-2020 22-02-15;VARIANT_B;1756480264
58;22-06-2020 22-02-17;VARIANT_B;1676326322
59;22-06-2020 22-02-19;VARIANT_B;1696265992
60;22-06-2020 22-02-20;VARIANT_B;1687555297
61;22-06-2020 22-02-22;VARIANT_B;1686074660
62;22-06-2020 22-02-24;VARIANT_B;1686278279
63;22-06-2020 22-02-26;VARIANT_B;1755312369
64;22-06-2020 22-02-28;VARIANT_B;1731349844
