ThreadPoolSize;RunNr;Runtime;Memory;L3-cacheMisses;L3-cacheReferences;L3-cache-miss-rate
1;0;0;22018907656;0;0;0.0
1;1;526093;22008957216;1074464;2278665;0.4715322348831443
1;2;524640;22001237248;792966;1369212;0.5791404106887758
1;3;524980;21993516632;743767;1272944;0.5842888610967961
1;4;524833;21985797392;717894;1209933;0.5933336804599925
1;5;525832;21978076000;727419;1237301;0.5879078736701902
1;6;525262;21970355696;733011;1257121;0.5830870695820052
1;7;525091;21962635424;736523;1253110;0.5877560629154663
1;8;524567;21954912416;713709;1198038;0.5957315210368953
1;9;525196;21947192096;703319;1203421;0.584433045459569
1;10;523354;21939472384;685450;1212197;0.5654608945575678
2;0;0;21939469736;0;0;0.0
2;1;255893;21932537888;264249;584378;0.4521884807436283
2;2;255786;21925584112;258110;560810;0.46024500276385943
2;3;254954;21918593128;203410;461807;0.44046538922103823
2;4;253040;21911633024;205774;499452;0.41199955150845324
2;5;253822;21904666312;204684;479312;0.4270370864906366
2;6;253173;21897689880;175960;530176;0.3318897875422501
2;7;257788;21890715896;245540;528279;0.46479227832262876
2;8;253492;21883702784;206967;465304;0.44479952891013186
2;9;252764;21876724944;185966;445924;0.41703518985297944
2;10;252778;21869762296;184733;430938;0.42867651495110665
3;0;0;21869759592;0;0;0.0
3;1;168411;21862998472;152869;337363;0.4531291220436147
3;2;167999;21856272328;92817;284759;0.32594931152307743
3;3;169018;21849529888;112990;350555;0.32231746801500477
3;4;169113;21842816888;118036;318645;0.3704310439517331
3;5;167630;21835993768;83012;274927;0.3019419700502315
3;6;170173;21828816328;130773;314227;0.416173657896998
3;7;168729;21822100200;109970;258667;0.4251412047149424
3;8;167661;21815377088;102364;254317;0.40250553443143794
3;9;167745;21808649976;85533;234385;0.36492522985685943
3;10;167885;21801974864;142152;311304;0.4566340297586925
4;0;0;21801972096;0;0;0.0
4;1;127918;21795391592;127514;278879;0.45723772675604835
4;2;128368;21788766704;124106;279291;0.4443608995635377
4;3;126655;21782130952;103317;221270;0.4669272834094093
4;4;126989;21775550160;106535;231943;0.4593154352578004
4;5;127477;21768998672;112689;249693;0.4513102089365741
4;6;128045;21762389408;105141;249524;0.4213662813997852
4;7;127102;21755766872;113997;250364;0.4553250467319583
4;8;126636;21749132944;104949;243201;0.4315319427140513
4;9;126750;21742535912;101907;236787;0.4303741337151111
4;10;126942;21735844864;99350;238880;0.4158991962491628
5;0;0;21735844864;0;0;0.0
5;1;102321;21729198528;117208;261887;0.4475518066952541
5;2;102212;21722538712;113654;266326;0.42674767014861487
5;3;101928;21715906552;106947;247787;0.43160859932119117
5;4;102335;21709182216;119825;276569;0.4332553539984597
5;5;102113;21702511360;118880;282776;0.42040342886242116
5;6;102209;21695819504;113343;267005;0.4244976685829853
5;7;102232;21689252344;109950;243928;0.4507477616345807
5;8;102018;21682544904;109448;248745;0.440000804036262
5;9;101945;21675875232;92775;225522;0.4113789342059755
5;10;101949;21669144776;106872;228696;0.46731031587784655
6;0;0;21669144776;0;0;0.0
6;1;84496;21662584656;87608;206448;0.4243586762768348
6;2;84321;21656045896;81132;197792;0.4101884808283449
6;3;84496;21649594704;70507;183235;0.384790023740006
6;4;84454;21643069800;72949;189253;0.3854575620994119
6;5;84559;21636626848;82412;201415;0.40916515651763774
6;6;84560;21630092576;101818;239952;0.4243265319730613
6;7;84355;21623637184;78900;200938;0.3926584319541351
6;8;84343;21617114528;81274;184957;0.4394210546235071
6;9;84346;21610575520;81147;191550;0.4236335160532498
6;10;84488;21604140600;89160;208082;0.42848492421257006
7;0;0;21604137944;0;0;0.0
7;1;71783;21597588656;55824;141905;0.39338994397660404
7;2;72070;21591067192;76883;178672;0.43030245365809977
7;3;71959;21584505568;57824;151791;0.3809448518028078
7;4;71849;21577976072;62053;157340;0.3943879496631499
7;5;71862;21571464176;57184;145484;0.39306040526793323
7;6;71847;21564963304;67490;168244;0.4011435771855163
