ThreadPoolSize;RunNr;Runtime;Memory;L3-cacheMisses;L3-cacheReferences;L3-cache-miss-rate
1;0;0;20730987288;0;0;0.0
1;1;524833;31267810400;288588883;3647894220;0.07911108864335435
1;2;536016;31238930384;102842772;3500197865;0.02938198809512159
1;3;515044;30253727104;283916182;3640385485;0.07799069169181681
1;4;515221;29373134144;284514743;3642374624;0.07811243278637557
1;5;513501;22695336880;282952271;3637695438;0.07778338671353058
1;6;515156;19797084384;284424930;3639843339;0.07814208016934654
1;7;514840;19770345328;274734732;3635650148;0.07556687822427957
1;8;514027;19741527200;283036999;3637328622;0.07781452500279476
1;9;513311;19712700896;283224164;3635917557;0.07789620076910891
1;10;515258;19683970288;284618940;3642855579;0.07813072295282447
2;0;0;19683970288;0;0;0.0
2;1;255607;19650385328;141417651;1806288439;0.07829184306704186
2;2;255118;19620337040;109944520;1794677325;0.06126144152403552
2;3;256308;19585777504;95777743;1766914411;0.054206215311693444
2;4;258285;19557742608;135542359;1842450374;0.07356635538884805
2;5;258393;19527855552;133739031;1841557416;0.07262278647303387
2;6;260439;19497708624;113205632;1838816374;0.061564402841237695
2;7;254975;19465512768;142655180;1856357706;0.07684681650466346
2;8;256710;19432258560;113770556;1838960519;0.06186677463954842
2;9;261078;19400836640;127131427;1832620030;0.06937140537528666
2;10;257439;19369403520;133782644;1838398511;0.07277129697370605
3;0;0;19369403520;0;0;0.0
3;1;170684;19334549584;78135590;1219327902;0.06408086772379953
3;2;170828;19299313104;85777986;1235488932;0.06942837266954974
3;3;172368;19260733056;84664504;1220693648;0.06935770013935552
3;4;171801;19227228864;84817428;1245985547;0.06807256167956176
3;5;172172;19191614288;83210782;1250916136;0.06651987259999659
3;6;171951;19154925184;82102999;1223998966;0.06707767022737827
3;7;173599;19118570112;84925304;1242107804;0.06837192691851085
3;8;173548;19078767200;80947848;1228530245;0.06588999198794654
3;9;168833;19044082000;94464271;1234233211;0.0765368085691546
3;10;170195;19009829456;74742834;1216103929;0.0614608934463857
4;0;0;19009829456;0;0;0.0
4;1;129565;18967486992;60764609;910715298;0.06672184944454507
4;2;130045;18929962480;63544734;918718510;0.06916670700365012
4;3;130077;18892767360;62466116;903942182;0.06910410559864769
4;4;130324;18852613248;65513764;922111138;0.07104757908259861
4;5;129966;18812340400;64296577;921238788;0.06979360599827457
4;6;129663;18773298240;64746909;911394497;0.07104158431187016
4;7;129824;18735548912;60844134;908888743;0.06694343446170287
4;8;129665;18695258624;62892964;927360276;0.0678193423070453
4;9;129190;18656505296;61805872;918938508;0.06725789752190905
4;10;129977;18619685712;65571115;928636730;0.07061008129626749
5;0;0;18619685712;0;0;0.0
5;1;104903;18575712240;50404276;723194129;0.06969674390152578
5;2;104139;18530012048;51684860;732163406;0.07059197383596087
5;3;104521;18484232816;51993146;728313676;0.07138839721581722
5;4;103916;18442790704;51867375;722278974;0.07181072254222923
5;5;104496;18401618144;49826990;727111020;0.06852734813453934
5;6;104213;18355114752;50386658;729014577;0.06911611864792656
