ThreadPoolSize;RunNr;Runtime;Memory;L2-cacheMisses;L2-cacheReferences;L2-cache-miss-rate
1;0;0;16534890120;0;0;0.0
1;1;522010;16527943504;761665;2147523;0.354671405149095
1;2;525599;16520931040;794365;2163424;0.3671795265283181
1;3;525589;16513918576;776407;2037851;0.3809930166631417
1;4;523272;16506971840;768415;2031542;0.37824224160760644
1;5;524117;16499959504;777935;2035032;0.38227163012670073
1;6;519197;16492947000;732186;1978318;0.3701053116839659
1;7;522795;16486000320;742154;1999168;0.3712314322758267
1;8;519777;16478987984;748556;2048814;0.3653606427913905
1;9;523094;16471975536;768803;2029195;0.37887093157631474
1;10;521736;16465028912;748029;2009748;0.3722003952734373
2;0;0;16465028912;0;0;0.0
2;1;253558;16456194544;327438;1036883;0.31579069191027337
2;2;250946;16447805880;224530;876878;0.2560561446404175
2;3;254267;16439417272;271059;925860;0.2927645648370164
2;4;254024;16431028664;275214;961771;0.2861533566722224
2;5;252407;16422640056;241097;916885;0.26295227863908777
2;6;251808;16414251448;236710;936206;0.2528396528114539
2;7;253634;16405862840;301188;973439;0.3094061363886181
2;8;255129;16397474232;332644;1005629;0.33078202796458733
2;9;254663;16389085624;287819;956487;0.30091261041707834
2;10;252566;16380697088;281363;945569;0.29755945890781105
3;0;0;16380697088;0;0;0.0
3;1;166982;16371312240;191930;634862;0.30231766903673557
3;2;167707;16360826480;160905;644721;0.24957307114240113
3;3;166643;16350340720;145307;621333;0.23386332288804876
3;4;169637;16339854960;211579;682295;0.3100990040964685
3;5;167639;16329369200;170262;668598;0.254655263701058
3;6;168103;16318883440;193945;658896;0.29434842524465166
3;7;168039;16308397680;195985;666851;0.2938962376902786
3;8;166536;16297911920;206925;678100;0.3051541070638549
3;9;167222;16287703440;199662;664873;0.30030095973215937
3;10;167142;16276940400;179866;627483;0.2866468095549999
4;0;0;16276940400;0;0;0.0
4;1;126609;16269272784;159212;545193;0.2920286944256438
4;2;126356;16260884176;175074;528816;0.3310678950712535
4;3;126421;16253046032;160585;518080;0.3099617819641754
4;4;126460;16244657424;183795;546168;0.3365173353253944
4;5;127297;16236544048;194881;553045;0.35237819707257095
4;6;126662;16228430616;191635;539271;0.3553593647720719
4;7;127170;16220317296;182471;540568;0.3375542022465259
4;8;126850;16212649696;183699;526296;0.3490412239500205
4;9;125958;16204261072;156344;521873;0.2995824654657359
4;10;126511;16195597176;157621;536522;0.2937829203648685
5;0;0;16195597176;0;0;0.0
5;1;101312;16185937168;178896;471539;0.37938749498980995
5;2;101687;16175176176;188851;504187;0.3745653894289222
5;3;101418;16164965648;167431;462118;0.3623122232849619
5;4;101800;16154204656;180640;481624;0.3750643655631779
5;5;101612;16144544592;182783;475810;0.38415123683823377
5;6;101556;16133233080;181469;471087;0.3852133470038443
5;7;101600;16123573072;189194;483908;0.39097101101862336
5;8;101383;16114358768;184380;471443;0.39109712096690374
5;9;101452;16104148240;179788;475169;0.37836643383722424
