ThreadPoolSize;RunNr;Runtime;Memory;L3-cacheMisses;L3-cacheReferences;L3-cache-miss-rate
1;0;0;18545084424;0;0;0.0
1;1;665179;18538988472;517187;858442;0.6024716870796163
1;2;665395;18532883568;523234;853451;0.6130803057234686
1;3;663507;18526789728;512995;858577;0.5974944588545931
1;4;662663;18520682776;511050;825808;0.618848449034158
1;5;663329;18514959992;509483;830118;0.6137476840641933
1;6;664487;18508864048;509709;850181;0.5995299824390335
1;7;663599;18502759200;513840;844583;0.6083949120453526
1;8;663143;18496663312;512085;848386;0.6035990692915725
1;9;662484;18490558408;504354;847191;0.5953250211581568
1;10;662392;18484462464;498617;849004;0.5872964084974864
2;0;0;18484462464;0;0;0.0
2;1;319787;18477406824;722081014;726005190;0.9945948375382826
2;2;320403;18469400336;718594224;718741726;0.9997947774636365
2;3;322376;18463108880;697929187;745756587;0.9358672778306952
2;4;320838;18455671064;702976626;719245160;0.9773811004859595
2;5;320763;18448428816;693362999;721659561;0.960789597298774
2;6;321397;18442137360;706031573;727894279;0.9699644486421358
2;7;321596;18434699544;716826423;747308198;0.9592112396443964
2;8;320207;18427457296;723771265;738094199;0.9805947072617488
2;9;320881;18420783736;729137314;754822239;0.965972220116318
2;10;322190;18413728024;740954579;764587820;0.969090220401366
3;0;0;18413728024;0;0;0.0
3;1;214860;18407436456;310992008;319613545;0.9730251200711785
3;2;212928;18400960608;326179195;327028433;0.997403167693373
3;3;212642;18394853656;308664934;309730269;0.996560442725086
3;4;212714;18388377696;321678466;325190369;0.989200470448127
3;5;212604;18382270744;325591878;326187705;0.9981733615618651
3;6;215431;18375794784;338918887;344467453;0.9838923359763687
3;7;213368;18369687832;327099253;329558883;0.992536599294154
3;8;212451;18363211872;319569411;325861056;0.9806922463296749
3;9;212342;18357104920;324289298;325421534;0.9965207096589987
3;10;212482;18350628960;322711831;328936819;0.9810754295644842
4;0;0;18350628960;0;0;0.0
4;1;160136;18342806976;164358171;164462989;0.999362665116101
4;2;162109;18334418368;176109315;176230883;0.9993101776605182
4;3;162071;18326029760;178445845;178639025;0.998918601352644
4;4;160146;18317641080;168309259;168429617;0.9992854107125352
4;5;160674;18309252488;171892225;172028497;0.9992078521734686
4;6;161614;18300863880;169076180;171091270;0.9882221343029367
4;7;161500;18292475216;163190595;166186047;0.9819753098766468
4;8;160288;18284086664;162161050;162274448;0.9993011962055789
4;9;160663;18275698056;174408106;174505628;0.9994411526945137
4;10;161626;18267691624;181923928;182183303;0.9985762965336071
5;0;0;18267691624;0;0;0.0
5;1;129719;18257587984;117450388;117613512;0.998613050514128
5;2;129181;18248817256;115277138;115393218;0.9989940483330658
5;3;129328;18237949376;100696379;101140786;0.995606055503662
5;4;128869;18228227856;115067628;115179299;0.9990304594578232
5;5;129282;18219457128;105840215;105962720;0.9988438858496649
5;6;129268;18208971384;101041997;101162342;0.9988103774821663
5;7;129488;18199249848;115160599;115304414;0.9987527363870042
5;8;129244;18190097000;103503876;103630396;0.9987791226813415
5;9;129448;18179611240;100696107;100828795;0.9986840267207399
5;10;129411;18169889720;113420653;113564988;0.9987290537115189
6;0;0;18169889720;0;0;0.0
6;1;107150;18158639720;76271543;76380268;0.9985765302630255
6;2;106948;18146056808;79417293;79522977;0.9986710256081082
6;3;107282;18133473896;78674349;78783955;0.9986087776375279
6;4;106991;18121273104;74414917;74518320;0.998612381492229
6;5;106918;18108690192;71090449;71193747;0.9985490579671273
6;6;107004;18096107280;68896750;69013250;0.9983119183635026
6;7;106781;18085239400;69453676;69561920;0.9984439187417483
6;8;107201;18073804896;72656023;72763517;0.9985226937285069
6;9;107105;18062170672;82518016;82617836;0.9987917863159718
6;10;107250;18049969936;69649833;69755669;0.9984827613079017
7;0;0;18049969936;0;0;0.0
7;1;91021;18037387024;56291196;56380204;0.998421289855567
7;2;90962;18024804112;52523630;52612963;0.9983020724379275
7;3;90897;18012221200;60146669;60231288;0.9985950989459166
7;4;91254;17999638288;56760378;56861522;0.998221222428763
7;5;91290;17987055376;60926537;61025948;0.9983710044127458
7;6;91102;17974472408;52131180;52225909;0.9981861684781781
7;7;90774;17961889552;52476403;52565662;0.9983019523277382
7;8;90920;17949306584;54061152;54168312;0.9980217216294279
7;9;90692;17936723728;52079976;52164550;0.9983787073788617
7;10;91160;17924140832;54944716;55039710;0.9982740824760886
8;0;0;17924140832;0;0;0.0
8;1;79305;17909842872;44290175;44378395;0.9980120957506462
8;2;79063;17894780688;41058137;41132483;0.9981925234127004
8;3;79300;17880100624;39299947;39387726;0.9977714123430228
8;4;79179;17865420560;38407019;38500006;0.9975847536231552
8;5;79095;17850740496;39079121;39166139;0.997778233897398
8;6;79036;17836060432;36803466;36890787;0.997632986252096
8;7;79326;17821380368;41961174;42054710;0.997775849601626
8;8;79361;17806700304;43301628;43408289;0.9975428425663126
8;9;79306;17792020240;40726939;40801092;0.998182573152699
8;10;79394;17777340176;41315011;41465997;0.9963587997172719
9;0;0;17777340176;0;0;0.0
9;1;70628;17760945080;30335549;30425855;0.9970319322168596
9;2;70650;17744167864;32203701;32308619;0.9967526312405987
9;3;70561;17727390648;36574410;36660426;0.9976537097523089
9;4;70625;17710613432;33743647;33834759;0.9973071479539725
9;5;70760;17693836216;29910800;30011808;0.9966343913702234
9;6;70535;17677059000;30816726;30923481;0.9965477689914664
9;7;70589;17660281784;33699469;33803317;0.9969278754508026
9;8;70559;17643122448;30387997;30493590;0.9965372066719596
9;9;70655;17626345232;30744890;30865349;0.9960972740013405
9;10;70586;17609568016;33578918;33675910;0.9971198402656379
10;0;0;17609568016;0;0;0.0
10;1;63622;17590693592;27812390;27894525;0.9970555153744328
10;2;63521;17571819280;25940392;26034889;0.9963703705439266
10;3;63363;17552944912;25187128;25269988;0.9967210115018654
10;4;63500;17534452664;24884360;24991686;0.995705531831666
10;5;63378;17515578296;26897801;27008792;0.9958905603775244
10;6;63537;17496703944;26793998;26882487;0.9967083030673464
10;7;63408;17477447440;24919336;25006857;0.9965001199471009
10;8;63438;17458573072;25182524;25266286;0.9966848313202818
10;9;63462;17439698704;27119669;27201956;0.9969749601830104
10;10;63346;17421206400;26234647;26332800;0.9962725953943371
11;0;0;17421206400;0;0;0.0
11;1;57672;17400234936;20021690;20108035;0.9957059454093848
11;2;57660;17378881296;19988604;20060537;0.9964142036676287
11;3;57610;17358291896;20515357;20591473;0.9963035184515454
11;4;57591;17337320376;19430713;19505980;0.9961413371694219
11;5;57643;17315966736;21716045;21788742;0.9966635522142582
11;6;57585;17295377336;21283632;21363268;0.9962722931716252
