ThreadPoolSize;RunNr;Runtime;Memory;L2-cacheMisses;L2-cacheReferences;L2-cache-miss-rate
1;0;0;16644374224;0;0;0.0
1;1;516124;16637972008;745384;2464805;0.30241094123064505
1;2;519506;16631529736;793323;2521131;0.3146694876228169
1;3;519508;16625087520;808757;2535908;0.3189220586866716
1;4;525102;16618390784;883717;2692232;0.32824697128627844
1;5;514726;16611948512;769377;2559707;0.30057229206311503
1;6;513999;16605529824;752563;2467306;0.30501405176334023
1;7;518819;16599087496;792504;2522321;0.31419632949176574
1;8;521395;16592390816;843301;2612770;0.3227612840012707
1;9;516729;16585948488;769000;2494242;0.3083100998219098
1;10;519661;16579529856;779076;2539168;0.30682333740815887
2;0;0;16579529856;0;0;0.0
2;1;254575;16571711712;283628;1045923;0.2711748379182789
2;2;249717;16564435296;273945;1032112;0.2654217759312943
2;3;249218;16557700608;300080;1070244;0.28038465994670375
2;4;248319;16550740136;251864;994266;0.2533165169079502
2;5;255155;16543185728;357020;1180422;0.3024511572979833
2;6;249712;16536729088;265468;1014507;0.2616719253785336
2;7;249791;16530046736;279353;1065849;0.26209434919955826
2;8;248898;16522492256;265402;1018745;0.2605185792322907
2;9;249777;16515757512;234824;1026117;0.22884719773671033
2;10;250046;16508797168;292393;1088385;0.2686485021384896
3;0;0;16508797168;0;0;0.0
3;1;165031;16500686592;160848;690549;0.23292771403622337
3;2;164706;16492576032;165887;714419;0.2321984717651686
3;3;165399;16484465472;211399;729950;0.28960750736351804
3;4;165764;16476354912;188378;711715;0.2646817897613511
3;5;166247;16467966304;204247;762534;0.267852974424747
3;6;164709;16459577696;178354;678060;0.26303571955284194
3;7;164417;16451189088;153150;674280;0.2271311621284926
3;8;166530;16442800480;188643;751038;0.2511763719012886
3;9;165723;16434689920;181415;752752;0.24100234871511467
3;10;165648;16426301312;170104;704471;0.24146345271842276
4;0;0;16426301312;0;0;0.0
4;1;125479;16419288520;152411;589027;0.2587504477723432
4;2;125693;16412328160;155005;588044;0.26359422084061734
4;3;124733;16404773696;171234;596554;0.28703855811879564
4;4;124959;16398039008;180737;597309;0.30258542898231905
4;5;125562;16391356584;164214;569554;0.28832033485850334
4;6;124725;16383802176;162612;571634;0.2844687334903102
4;7;125066;16377067488;153724;580760;0.2646945381913355
4;8;126284;16370385064;216594;633968;0.34164815889760997
4;9;125152;16362830656;166484;594567;0.2800088131362824
4;10;125453;16354720096;183887;605160;0.30386509352898405
5;0;0;16354720096;0;0;0.0
5;1;100609;16346053440;179425;541415;0.33140012744382774
5;2;100405;16337386784;191995;511214;0.37556678807700883
5;3;100641;16328720072;183636;515217;0.35642457449967685
5;4;100620;16318903272;178238;515601;0.3456897872579766
5;5;100490;16310236688;176423;512899;0.3439722050540165
5;6;100437;16302126112;178209;521436;0.3417658159390606
5;7;100488;16293737504;184608;519819;0.3551390003058757
5;8;100106;16285070848;169075;498533;0.3391450515813397
5;9;100476;16276682240;188228;534202;0.35235360406737526
5;10;100218;16268571680;167588;519925;0.32233110544790117
6;0;0;16268571680;0;0;0.0
6;1;83422;16257973072;175641;458142;0.38337676964783846
6;2;83151;16247600160;153239;446040;0.3435543897408304
6;3;83196;16237279584;153284;454823;0.33701901618871516
6;4;83239;16226628640;173512;468767;0.3701455093895261
6;5;83257;16216308064;155012;437600;0.3542321755027422
6;6;83169;16205657120;160839;457140;0.35183751148444675
6;7;83041;16195336544;149810;440708;0.3399302939815025
6;8;83169;16184965696;150547;441002;0.34137486904821296
6;9;83070;16174643072;140118;420767;0.33300615304907466
6;10;82959;16163994176;151750;450529;0.3368262642360425
7;0;0;16163994176;0;0;0.0
7;1;70502;16151461536;93658;338863;0.27638898315838556
7;2;70654;16138878624;117276;365482;0.3208803716735708
7;3;70510;16127949576;100368;358183;0.280214303861434
7;4;70864;16117856832;119184;372653;0.31982568233718767
7;5;70574;16105273920;101603;370492;0.27423804022758924
7;6;70730;16092741280;119064;374206;0.31817768822520215
7;7;70603;16080158384;116654;354321;0.32923253208249015
7;8;70782;16069229376;130958;372544;0.3515235784229514
7;9;70728;16059136576;120396;365625;0.3292882051282051
7;10;70607;16046553664;99111;350644;0.2826542019826377
8;0;0;16046553664;0;0;0.0
8;1;61601;16035674944;96765;316024;0.306195099106397
8;2;61519;16023370080;103182;307334;0.3357324604501942
8;3;61455;16012441088;114810;321150;0.3574964969640355
8;4;61572;16000466536;97852;310752;0.3148877561528164
8;5;61391;15989537600;102639;325151;0.3156656445774425
8;6;61671;15978608608;102191;326911;0.31259578295009954
8;7;61507;15966912160;106463;318328;0.3344443467115679
8;8;61759;15954607312;116989;331089;0.35334607915092314
8;9;61675;15943400256;111856;345664;0.3235974819477874
8;10;61480;15932471264;96286;304760;0.3159404121275758
9;0;0;15932471264;0;0;0.0
9;1;54673;15919888352;107999;291331;0.370708918721317
9;2;54777;15907305440;111863;298106;0.3752457179660926
9;3;54894;15894722528;104357;298371;0.3497558408826595
9;4;54650;15882417664;106901;296548;0.36048464329552043
9;5;54769;15869834752;114251;306823;0.3723677820763111
9;6;54598;15857251840;100771;286846;0.3513069730796316
9;7;54630;15844668872;111510;298675;0.3733489578973801
9;8;54672;15832086016;105254;293920;0.35810424605334784
9;9;54785;15818127232;108268;302467;0.357949792869966
9;10;54617;15804988224;92083;276652;0.3328477654237092
10;0;0;15804988224;0;0;0.0
10;1;49204;15790751336;107579;298390;0.36053151915278664
10;2;49043;15777560064;96211;269804;0.3565958992453781
10;3;49210;15763323232;106120;290192;0.36568892319567736
10;4;49281;15748808352;102980;281774;0.3654701995216024
10;5;49155;15735617024;100579;276992;0.36311157000924216
10;6;49159;15721380192;101044;282644;0.35749564823594343
10;7;49254;15707143360;106274;276531;0.3843113430320651
