Run_Nr;TimeStamp;Multiplication_Variant;Timestamp
0;09-07-2020 19-38-52;VARIANT_B;49550882685
1;09-07-2020 19-39-41;VARIANT_B;49022911955
2;09-07-2020 19-40-30;VARIANT_B;48317256905
3;09-07-2020 19-41-18;VARIANT_B;48200693930
4;09-07-2020 19-42-06;VARIANT_B;47610395787
5;09-07-2020 19-42-56;VARIANT_B;49757891543
6;09-07-2020 19-43-44;VARIANT_B;48155892585
7;09-07-2020 19-44-32;VARIANT_B;47588650603
8;09-07-2020 19-45-19;VARIANT_B;47363268812
9;09-07-2020 19-46-07;VARIANT_B;47891456778
10;09-07-2020 19-46-55;VARIANT_B;47944111887
11;09-07-2020 19-47-47;VARIANT_B;52020938738
12;09-07-2020 19-48-35;VARIANT_B;47500041990
13;09-07-2020 19-49-22;VARIANT_B;47200361833
14;09-07-2020 19-50-10;VARIANT_B;47223081681
15;09-07-2020 19-50-57;VARIANT_B;46616119255
16;09-07-2020 19-51-44;VARIANT_B;47585983469
17;09-07-2020 19-52-32;VARIANT_B;47594666214
18;09-07-2020 19-53-20;VARIANT_B;47505439376
19;09-07-2020 19-54-07;VARIANT_B;46993243223
20;09-07-2020 19-55-02;VARIANT_B;55424037644
21;09-07-2020 19-55-49;VARIANT_B;46786338858
22;09-07-2020 19-56-37;VARIANT_B;47522242959
23;09-07-2020 19-57-24;VARIANT_B;47354309081
24;09-07-2020 19-58-11;VARIANT_B;47001428187
25;09-07-2020 19-58-59;VARIANT_B;47781385744
26;09-07-2020 19-59-47;VARIANT_B;47921295031
27;09-07-2020 20-00-35;VARIANT_B;47508909230
28;09-07-2020 20-01-23;VARIANT_B;47539493131
29;09-07-2020 20-02-10;VARIANT_B;47119197961
30;09-07-2020 20-02-58;VARIANT_B;47975304354
31;09-07-2020 20-03-46;VARIANT_B;47718371943
32;09-07-2020 20-04-34;VARIANT_B;47712012112
33;09-07-2020 20-05-22;VARIANT_B;47834694755
34;09-07-2020 20-06-10;VARIANT_B;47674150472
35;09-07-2020 20-06-58;VARIANT_B;47816822907
36;09-07-2020 20-07-45;VARIANT_B;47623288672
37;09-07-2020 20-08-33;VARIANT_B;47704762930
38;09-07-2020 20-09-21;VARIANT_B;47355383761
39;09-07-2020 20-10-08;VARIANT_B;47437114477
40;09-07-2020 20-10-56;VARIANT_B;47426779805
41;09-07-2020 20-11-44;VARIANT_B;47878860834
42;09-07-2020 20-12-31;VARIANT_B;47135508363
43;09-07-2020 20-13-25;VARIANT_B;54013831051
44;09-07-2020 20-14-13;VARIANT_B;47682407074
45;09-07-2020 20-15-00;VARIANT_B;47136806853
46;09-07-2020 20-15-47;VARIANT_B;46956055611
47;09-07-2020 20-16-35;VARIANT_B;47215867200
48;09-07-2020 20-17-22;VARIANT_B;47635595995
49;09-07-2020 20-18-10;VARIANT_B;47543457820
50;09-07-2020 20-19-03;VARIANT_B;52290157482
51;09-07-2020 20-19-51;VARIANT_B;48271370457
52;09-07-2020 20-20-39;VARIANT_B;47574306560
53;09-07-2020 20-21-27;VARIANT_B;47737339502
54;09-07-2020 20-22-14;VARIANT_B;47380654224
55;09-07-2020 20-23-01;VARIANT_B;46838217419
56;09-07-2020 20-23-49;VARIANT_B;47811773995
57;09-07-2020 20-24-36;VARIANT_B;47129752288
58;09-07-2020 20-25-24;VARIANT_B;47711135278
59;09-07-2020 20-26-12;VARIANT_B;47747667511
60;09-07-2020 20-27-00;VARIANT_B;47275175572
61;09-07-2020 20-27-47;VARIANT_B;47275837895
62;09-07-2020 20-28-35;VARIANT_B;47869234763
63;09-07-2020 20-29-23;VARIANT_B;47873848327
64;09-07-2020 20-30-11;VARIANT_B;47511085731
65;09-07-2020 20-30-59;VARIANT_B;47923822180
66;09-07-2020 20-31-47;VARIANT_B;48402592603
67;09-07-2020 20-32-35;VARIANT_B;47682179585
68;09-07-2020 20-33-23;VARIANT_B;47586384502
69;09-07-2020 20-34-11;VARIANT_B;47636650761
70;09-07-2020 20-34-58;VARIANT_B;47620021843
71;09-07-2020 20-35-46;VARIANT_B;47753744676
72;09-07-2020 20-36-34;VARIANT_B;47720156921
73;09-07-2020 20-37-22;VARIANT_B;47296803854
74;09-07-2020 20-38-09;VARIANT_B;47419577959
75;09-07-2020 20-38-57;VARIANT_B;47749678048
76;09-07-2020 20-39-45;VARIANT_B;47544139278
77;09-07-2020 20-40-32;VARIANT_B;47446778693
78;09-07-2020 20-41-20;VARIANT_B;47105055305
79;09-07-2020 20-42-07;VARIANT_B;47448910909
80;09-07-2020 20-42-55;VARIANT_B;47770993643
81;09-07-2020 20-43-43;VARIANT_B;47629707012
