# started on Tue Jul 21 22:39:06 2020

2708778178644;;L1-dcache-store;1804351083568;25.00;;
2117196095;;L1-dcache-store-misses;1805445320234;25.01;;
1862307158;;LLC-store;1805991777837;25.02;;
1543836851;;LLC-store-misses;1806017216439;25.02;;
8139079252667;;L1-dcache-loads;1806023783495;25.02;;
186962355785;;L1-dcache-load-misses;1805641545238;25.01;2.30;of all L1-dcache hits
32502553135;;LLC-loads;1799076333262;24.92;;
4451173880;;LLC-load-misses;1797615460301;24.90;5.19;of all LL-cache hits
138917417123;;L1-icache-loads;1801224071898;24.95;;
901274429;;L1-icache-load-misses;1802314873439;24.97;;
8139968103344;;dTLB-loads;1802719047215;24.97;;
3592614365;;dTLB-load-misses;1803227974180;24.98;0.04;of all dTLB cache hits
10323219462429;;iTLB-loads;1803632460786;24.99;;
26645127;;iTLB-load-misses;1803679014400;24.99;0.00;of all iTLB cache hits
648506465696;;L1-dcache-prefetches;1803601614313;24.99;;
48605080734;;L1-dcache-prefetch-misses;1803682987022;24.99;;
